Year,State Name,Ozone Average,Carbon Average,Nitrogen Average,Sulfur Average,PM2.5 Average,PM10 Average,Ozone AQI,Carbon AQI,Nitrogen AQI,Sulfur AQI,PM2.5 AQI,PM10 AQI,Overall AQI,Population
2016,South Carolina,0,0.2,8,0,9.0,15.5,0,2,8,0,50,14,50,4963.031
2016,South Dakota,0,0.2,6,0,4.9,19.5,0,2,6,0,27,18,27,863.693
2016,Tennessee,0,0.3,14,6,10.2,19.2,0,3,13,8,53,17,53,6651.277
2016,Texas,0,0.3,11,2,8.8,0.0,0,3,10,3,49,0,49,27914.064
2016,Utah,0,0.4,10,1,6.3,0.0,0,5,9,1,35,0,35,3044.241
2016,Vermont,0,0.2,10,0,4.8,0.0,0,2,9,0,27,0,27,624.366
2016,Virginia,0,0.3,13,1,8.1,0.0,0,3,12,1,45,0,45,8417.651
2016,Washington,0,0.3,19,1,6.5,16.7,0,3,18,1,36,15,36,7299.961
2016,West Virginia,0,0.3,0,3,8.6,14.4,0,3,0,4,48,13,48,1832.435
2016,Wisconsin,0,0.2,12,2,0.0,10.4,0,2,11,3,0,9,11,5775.17
2016,Wyoming,0,0.1,6,2,3.8,10.4,0,1,6,3,21,9,21,585.243
2016,Puerto Rico,0,1.0,18,4,0.0,23.5,0,11,17,6,0,21,21,
2016,Virgin Islands,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,
2016,Country Of Mexico,0,0.0,0,0,17.1,0.0,0,0,0,0,66,0,66,
2017,Alabama,0,0.3,16,4,12.0,17.8,0,3,15,6,56,16,56,4877.989
2017,Alaska,0,0.5,18,8,4.8,12.6,0,6,17,11,27,11,27,740.983
2017,Arizona,0,0.3,24,10,8.9,39.3,0,3,23,14,49,36,49,7048.088
2017,Arkansas,0,0.4,13,1,0.0,0.0,0,5,12,1,0,0,12,3003.855
2017,California,0,0.3,14,1,9.3,27.6,0,3,13,1,51,25,51,39337.785
2017,Colorado,0,0.3,14,2,7.1,12.5,0,3,13,3,39,11,39,5617.421
2017,Connecticut,0,0.3,18,0,6.0,11.4,0,3,17,0,33,10,33,3575.324
2017,Delaware,0,0.3,16,1,7.7,0.0,0,3,15,1,43,0,43,957.942
2017,District Of Columbia,0,0.3,17,1,9.5,15.9,0,3,16,1,52,14,52,
2017,Florida,0,0.3,12,1,8.9,17.2,0,3,11,1,49,16,49,20977.089
2017,Georgia,0,0.5,20,2,9.3,15.3,0,6,19,3,51,14,51,10417.031
2017,Hawaii,0,0.3,6,23,6.2,13.1,0,3,6,32,34,12,34,1425.763
2017,Idaho,0,0.3,24,4,8.2,18.9,0,3,23,6,46,17,46,1719.745
2017,Illinois,0,0.2,20,3,9.2,23.5,0,2,19,4,51,21,51,12779.893
2017,Indiana,0,0.4,15,2,8.4,20.1,0,5,14,3,47,18,47,6662.068
2017,Iowa,0,0.2,8,1,7.3,40.2,0,2,8,1,41,37,41,3143.734
2017,Kansas,0,0.2,8,1,7.4,20.0,0,2,8,1,41,18,41,2910.892
2017,Kentucky,0,0.2,11,2,9.2,16.5,0,2,10,3,51,15,51,4455.59
2017,Louisiana,0,0.4,10,2,10.3,17.9,0,5,9,3,53,16,53,4673.673
2017,Maine,0,0.2,8,1,5.6,8.3,0,2,8,1,31,8,31,1335.743
2017,Maryland,0,0.2,15,3,7.8,0.0,0,2,14,4,43,0,43,6028.186
2017,Massachusetts,0,0.2,12,1,6.4,0.0,0,2,11,1,36,0,36,6863.56
2017,Michigan,0,0.4,15,3,8.8,21.5,0,5,14,4,49,20,49,9976.752
2017,Minnesota,0,0.3,12,1,6.1,23.1,0,3,11,1,34,21,34,5569.283
2017,Mississippi,0,0.3,10,1,9.2,0.0,0,3,9,1,51,0,51,2990.674
2017,Missouri,0,0.3,15,2,8.1,21.4,0,3,14,3,45,19,45,6111.382
2017,Montana,0,0.2,2,2,8.8,16.7,0,2,2,3,49,15,49,1053.862
2017,Nebraska,0,0.3,0,2,9.6,22.7,0,3,0,3,52,21,52,1916.998
2017,Nevada,0,0.3,25,1,6.7,20.7,0,3,24,1,37,19,37,2972.097
2017,New Hampshire,0,0.2,4,1,5.1,10.2,0,2,4,1,28,9,28,1350.395
2017,New Jersey,0,0.3,18,0,9.0,0.0,0,3,17,0,50,0,50,8888.147
2017,New Mexico,0,0.2,10,1,8.0,27.8,0,2,9,1,44,25,44,2092.844
2017,New York,0,0.2,17,1,6.0,0.0,0,2,16,1,33,0,33,19593.849
2017,North Carolina,0,0.3,11,2,7.9,12.5,0,3,10,3,44,11,44,10275.758
2017,North Dakota,0,0.2,5,2,5.7,13.5,0,2,5,3,32,12,32,756.755
2017,Ohio,0,0.2,16,1,9.3,14.0,0,2,15,1,51,13,51,11665.706
2017,Oklahoma,0,0.3,12,2,8.3,16.9,0,3,11,3,46,15,46,3933.602
2017,Oregon,0,0.3,15,1,0.0,17.5,0,3,14,1,0,16,16,4147.294
2017,Pennsylvania,0,0.2,11,2,9.3,15.1,0,2,10,3,51,14,51,12794.679
2017,Rhode Island,0,0.4,12,0,6.1,0.0,0,5,11,0,34,0,34,1056.554
2017,South Carolina,0,0.2,9,0,7.5,14.1,0,2,8,0,42,13,42,5027.102
2017,South Dakota,0,0.2,6,1,5.5,16.7,0,2,6,1,31,15,31,873.732
2017,Tennessee,0,0.3,13,4,7.4,16.1,0,3,12,6,41,15,41,6714.748
2017,Texas,0,0.3,11,3,9.2,0.0,0,3,10,4,51,0,51,28291.024
2017,Utah,0,0.4,11,1,7.5,0.0,0,5,10,1,42,0,42,3103.54
2017,Vermont,0,0.2,10,0,4.9,0.0,0,2,9,0,27,0,27,625.132
2017,Virginia,0,0.3,12,5,7.8,0.0,0,3,11,7,43,0,43,8471.011
2017,Washington,0,0.3,17,3,8.5,20.4,0,3,16,4,47,19,47,7427.951
2017,West Virginia,0,0.2,0,4,8.4,12.9,0,2,0,6,47,12,47,1818.683
2017,Wisconsin,0,0.2,12,1,6.3,11.5,0,2,11,1,35,10,35,5793.147
2017,Wyoming,0,0.1,6,2,4.9,11.9,0,1,6,3,27,11,27,579.994
2017,Puerto Rico,0,0.4,17,2,17.3,27.9,0,5,16,3,66,25,66,
2017,Virgin Islands,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,
2017,Country Of Mexico,0,0.0,0,0,21.4,0.0,0,0,0,0,74,0,74,
2018,Alabama,0,0.3,16,3,9.4,17.2,0,3,15,4,52,16,52,4891.628
2018,Alaska,0,0.4,17,8,5.0,12.0,0,5,16,11,28,11,28,736.624
2018,Arizona,0,0.3,22,7,8.0,36.4,0,3,21,10,44,33,44,7164.228
2018,Arkansas,0,0.3,12,1,0.0,0.0,0,3,11,1,0,0,11,3012.161
2018,California,0,0.3,14,1,10.0,27.8,0,3,13,1,53,25,53,39437.463
2018,Colorado,0,0.3,13,1,7.4,13.9,0,3,12,1,41,13,41,5697.155
2018,Connecticut,0,0.3,16,0,6.8,13.4,0,3,15,0,38,12,38,3574.561
2018,Delaware,0,0.2,15,0,7.4,0.0,0,2,14,0,41,0,41,966.985
2018,District Of Columbia,0,0.3,16,1,8.8,16.0,0,3,15,1,49,15,49,
2018,Florida,0,0.3,11,1,7.2,17.3,0,3,10,1,40,16,40,21254.926
2018,Georgia,0,0.4,18,2,8.3,14.8,0,5,17,3,46,13,46,10519.389
2018,Hawaii,0,0.3,7,20,5.9,12.4,0,3,7,28,33,11,33,1423.102
2018,Idaho,0,0.4,0,5,5.4,19.7,0,5,0,7,30,18,30,1752.074
2018,Illinois,0,0.2,18,3,9.1,23.2,0,2,17,4,51,21,51,12724.685
2018,Indiana,0,0.3,15,1,9.0,19.3,0,3,14,1,50,18,50,6698.481
2018,Iowa,0,0.2,8,1,7.6,38.3,0,2,8,1,42,35,42,3149.9
2018,Kansas,0,0.2,8,1,7.9,19.0,0,2,8,1,44,17,44,2912.748
2018,Kentucky,0,0.2,10,1,8.5,16.6,0,2,9,1,47,15,47,4464.273
2018,Louisiana,0,0.4,10,2,10.3,19.6,0,5,9,3,53,18,53,4664.45
2018,Maine,0,0.2,8,0,5.4,10.4,0,2,8,0,30,9,30,1340.123
2018,Maryland,0,0.2,14,3,7.3,0.0,0,2,13,4,41,0,41,6042.153
2018,Massachusetts,0,0.3,13,1,6.8,0.0,0,3,12,1,38,0,38,6885.72
2018,Michigan,0,0.4,15,3,10.2,21.9,0,5,14,4,53,20,53,9987.286
2018,Minnesota,0,0.3,13,1,6.7,23.3,0,3,12,1,37,21,37,5608.762
2018,Mississippi,0,0.1,7,1,8.4,20.0,0,1,7,1,47,18,47,2982.879
2018,Missouri,0,0.3,15,4,8.5,20.1,0,3,14,6,47,18,47,6125.986
2018,Montana,0,0.2,2,1,6.9,16.3,0,2,2,1,38,15,38,1061.818
2018,Nebraska,0,0.3,0,1,8.7,18.8,0,3,0,1,48,17,48,1925.512
2018,Nevada,0,0.4,27,1,7.6,21.6,0,5,25,1,42,20,42,3030.725
2018,New Hampshire,0,0.2,4,1,4.7,9.4,0,2,4,1,26,9,26,1355.064
2018,New Jersey,0,0.3,18,1,8.7,0.0,0,3,17,1,48,0,48,8891.73
2018,New Mexico,0,0.2,10,1,6.1,27.8,0,2,9,1,34,25,34,2093.754
2018,New York,0,0.3,19,1,6.6,0.0,0,3,18,1,37,0,37,19544.098
2018,North Carolina,0,0.3,10,2,7.8,13.7,0,3,9,3,43,12,43,10391.358
2018,North Dakota,0,0.2,5,2,5.7,11.4,0,2,5,3,32,10,32,760.062
2018,Ohio,0,0.2,16,1,9.4,14.2,0,2,15,1,52,13,52,11680.892
2018,Oklahoma,0,0.2,13,1,8.4,19.6,0,2,12,1,47,18,47,3943.488
2018,Oregon,0,0.3,16,1,0.0,16.6,0,3,15,1,0,15,15,4183.538
2018,Pennsylvania,0,0.3,9,2,9.1,14.1,0,3,8,3,51,13,51,12809.107
2018,Rhode Island,0,0.4,17,0,6.9,0.0,0,5,16,0,38,0,38,1059.338
2018,South Carolina,0,0.1,9,0,6.9,14.3,0,1,8,0,38,13,38,5091.702
2018,South Dakota,0,0.2,6,1,5.4,16.9,0,2,6,1,30,15,30,879.386
2018,Tennessee,0,0.3,12,4,7.1,16.6,0,3,11,6,39,15,39,6778.18
2018,Texas,0,0.3,11,3,8.7,0.0,0,3,10,4,48,0,48,28624.564
2018,Utah,0,0.3,11,0,7.5,11.3,0,3,10,0,42,10,42,3155.153
2018,Vermont,0,0.2,10,0,5.7,0.0,0,2,9,0,32,0,32,624.802
2018,Virginia,0,0.3,11,1,7.2,0.0,0,3,10,1,40,0,40,8510.92
2018,Washington,0,0.2,16,3,8.5,20.0,0,2,15,4,47,18,47,7526.793
2018,West Virginia,0,0.2,0,4,8.5,13.3,0,2,0,6,47,12,47,1805.953
2018,Wisconsin,0,0.2,12,1,7.1,14.1,0,2,11,1,39,13,39,5809.319
2018,Wyoming,0,0.1,6,1,4.1,11.7,0,1,6,1,23,11,23,579.054
2018,Puerto Rico,0,0.5,10,1,15.5,24.1,0,6,9,1,63,22,63,
2018,Virgin Islands,0,0.0,0,0,7.9,0.0,0,0,0,0,44,0,44,
2018,Country Of Mexico,0,0.0,0,0,25.6,0.0,0,0,0,0,82,0,82,
2019,Alabama,0,0.3,18,3,9.0,21.9,0,3,17,4,50,20,50,4907.965
2019,Alaska,0,0.5,14,8,6.9,14.7,0,6,13,11,38,13,38,733.603
2019,Arizona,0,0.3,20,5,6.5,28.1,0,3,19,7,36,26,36,7291.843
2019,Arkansas,0,0.4,13,1,0.0,0.0,0,5,12,1,0,0,12,3020.985
2019,California,0,0.3,13,1,7.1,24.0,0,3,12,1,39,22,39,39437.61
2019,Colorado,0,0.3,14,2,6.8,15.9,0,3,13,3,38,14,38,5758.486
2019,Connecticut,0,0.3,16,0,6.8,13.1,0,3,15,0,38,12,38,3566.022
2019,Delaware,0,0.2,16,1,7.2,0.0,0,2,15,1,40,0,40,976.668
2019,District Of Columbia,0,0.3,17,1,8.3,17.0,0,3,16,1,46,15,46,
2019,Florida,0,0.3,11,1,7.0,16.7,0,3,10,1,39,15,39,21492.056
2019,Georgia,0,0.4,20,2,9.1,14.9,0,5,19,3,51,14,51,10628.02
2019,Hawaii,0,0.2,7,2,2.5,11.8,0,2,7,3,14,11,14,1415.615
2019,Idaho,0,0.4,16,5,3.9,16.6,0,5,15,7,22,15,22,1789.06
2019,Illinois,0,0.2,18,2,8.9,28.3,0,2,17,3,49,26,49,12667.017
2019,Indiana,0,0.3,15,2,9.3,18.1,0,3,14,3,51,16,51,6731.01
2019,Iowa,0,0.2,6,1,8.2,34.5,0,2,6,1,46,31,46,3159.596
2019,Kansas,0,0.2,7,1,7.9,17.0,0,2,7,1,44,15,44,2912.635
2019,Kentucky,0,0.2,11,1,8.5,18.2,0,2,10,1,47,17,47,4472.345
2019,Louisiana,0,0.2,10,2,8.2,16.3,0,2,9,3,46,15,46,4658.285
2019,Maine,0,0.2,7,0,5.2,14.4,0,2,7,0,29,13,29,1345.77
2019,Maryland,0,0.2,13,2,6.8,0.0,0,2,12,3,38,0,38,6054.954
2019,Massachusetts,0,0.2,13,0,6.7,0.0,0,2,12,0,37,0,37,6894.883
2019,Michigan,0,0.4,15,3,8.8,19.6,0,5,14,4,49,18,49,9984.795
2019,Minnesota,0,0.3,12,1,6.3,19.2,0,3,11,1,35,17,35,5640.053
2019,Mississippi,0,0.1,7,1,8.3,18.9,0,1,7,1,46,17,46,2978.227
2019,Missouri,0,0.3,14,8,8.3,19.8,0,3,13,11,46,18,46,6140.475
2019,Montana,0,0.2,2,1,5.8,14.5,0,2,2,1,32,13,32,1070.123
2019,Nebraska,0,0.3,0,1,7.3,16.7,0,3,0,1,41,15,41,1932.571
2019,Nevada,0,0.3,21,1,5.3,18.6,0,3,20,1,29,17,29,3090.771
2019,New Hampshire,0,0.1,4,1,4.6,11.4,0,1,4,1,26,10,26,1360.783
2019,New Jersey,0,0.3,19,1,8.4,0.0,0,3,18,1,47,0,47,8891.258
2019,New Mexico,0,0.2,10,0,5.8,25.4,0,2,9,0,32,23,32,2099.634
2019,New York,0,0.2,17,1,5.8,0.0,0,2,16,1,32,0,32,19463.131
2019,North Carolina,0,0.3,11,1,7.8,12.7,0,3,10,1,43,12,43,10501.384
2019,North Dakota,0,0.2,5,2,4.6,8.4,0,2,5,3,26,8,26,763.724
2019,Ohio,0,0.2,15,1,9.3,14.7,0,2,14,1,51,13,51,11696.507
2019,Oklahoma,0,0.2,11,1,8.1,19.2,0,2,10,1,45,17,45,3960.676
2019,Oregon,0,0.2,13,1,10.6,17.4,0,2,12,1,54,16,54,4216.116
2019,Pennsylvania,0,0.3,10,2,8.2,15.4,0,3,9,3,46,14,46,12798.883
2019,Rhode Island,0,0.4,13,0,5.4,0.0,0,5,12,0,30,0,30,1058.158
2019,South Carolina,0,0.1,9,0,7.3,14.9,0,1,8,0,41,14,41,5157.702
2019,South Dakota,0,0.2,5,1,4.5,15.3,0,2,5,1,25,14,25,887.127
2019,Tennessee,0,0.2,12,4,7.2,16.2,0,2,11,6,40,15,40,6830.325
2019,Texas,0,0.3,11,3,8.6,0.0,0,3,10,4,48,0,48,28986.794
2019,Utah,0,0.3,13,1,5.9,4.4,0,3,12,1,33,4,33,3203.383
2019,Vermont,0,0.2,10,0,5.6,0.0,0,2,9,0,31,0,31,624.046
2019,Virginia,0,0.3,12,2,8.0,0.0,0,3,11,3,44,0,44,8556.642
2019,Washington,0,0.2,20,3,7.0,17.1,0,2,19,4,39,16,39,7614.024
2019,West Virginia,0,0.2,0,4,8.1,14.2,0,2,0,6,45,13,45,1795.263
2019,Wisconsin,0,0.2,12,1,6.8,13.1,0,2,11,1,38,12,38,5824.581
2019,Wyoming,0,0.1,5,1,2.7,9.6,0,1,5,1,15,9,15,580.116
2019,Puerto Rico,0,0.5,14,2,7.3,26.5,0,6,13,3,41,24,41,
2019,Virgin Islands,0,0.0,0,0,7.8,0.0,0,0,0,0,43,0,43,
2019,Country Of Mexico,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,
2020,Alabama,0,0.3,15,1,8.5,20.7,0,3,14,1,47,19,47,5031.864
2020,Alaska,0,0.4,0,7,5.1,10.5,0,5,0,10,28,10,28,732.964
2020,Arizona,0,0.4,19,3,9.3,35.7,0,5,18,4,51,33,51,7186.683
2020,Arkansas,0,0.3,12,1,0.0,0.0,0,3,11,1,0,0,11,3014.348
2020,California,0,0.3,14,1,13.7,34.5,0,3,13,1,60,31,60,39503.2
2020,Colorado,0,0.3,12,1,8.1,12.8,0,3,11,1,45,12,45,5785.219
2020,Connecticut,0,0.2,15,0,7.0,13.8,0,2,14,0,39,13,39,3577.586
2020,Delaware,0,0.2,15,1,6.9,0.0,0,2,14,1,38,0,38,991.862
2020,District Of Columbia,0,0.3,14,1,6.9,14.9,0,3,13,1,38,14,38,
2020,Florida,0,0.3,10,1,7.5,17.9,0,3,9,1,42,16,42,21591.299
2020,Georgia,0,0.5,18,2,8.3,14.0,0,6,17,3,46,13,46,10732.39
2020,Hawaii,0,0.2,5,3,2.6,11.2,0,2,5,4,14,10,14,1451.181
2020,Idaho,0,0.4,17,5,2.7,20.8,0,5,16,7,15,19,19,1849.339
2020,Illinois,0,0.2,17,2,8.5,34.4,0,2,16,3,47,31,47,12790.357
2020,Indiana,0,0.3,12,2,8.6,18.4,0,3,11,3,48,17,48,6789.098
2020,Iowa,0,0.2,6,1,8.3,36.5,0,2,6,1,46,33,46,3190.904
2020,Kansas,0,0.2,7,1,7.5,21.5,0,2,7,1,42,20,42,2938.124
2020,Kentucky,0,0.2,10,1,7.6,17.6,0,2,9,1,42,16,42,4508.155
2020,Louisiana,0,0.3,9,2,6.6,16.9,0,3,8,3,37,15,37,4652.022
2020,Maine,0,0.2,9,0,4.9,13.1,0,2,8,0,27,12,27,1364.517
2020,Maryland,0,0.2,13,1,6.1,0.0,0,2,12,1,34,0,34,6173.689
2020,Massachusetts,0,0.2,12,0,6.7,0.0,0,2,11,0,37,0,37,6997.713
2020,Michigan,0,0.3,14,2,9.2,18.9,0,3,13,3,51,17,51,10070.627
2020,Minnesota,0,0.3,10,1,5.7,21.0,0,3,9,1,32,19,32,5710.578
2020,Mississippi,0,0.1,6,1,8.6,19.2,0,1,6,1,48,17,48,2958.409
2020,Missouri,0,0.3,13,7,8.5,22.7,0,3,12,10,47,21,47,6154.426
2020,Montana,0,0.2,2,1,6.1,17.8,0,2,2,1,34,16,34,1087.211
2020,Nebraska,0,0.3,0,1,7.3,19.7,0,3,0,1,41,18,41,1963.273
2020,Nevada,0,0.3,23,1,7.3,25.0,0,3,22,1,41,23,41,3115.84
2020,New Hampshire,0,0.1,4,1,4.5,12.7,0,1,4,1,25,12,25,1378.702
2020,New Jersey,0,0.3,17,1,7.8,0.0,0,3,16,1,43,0,43,9272.392
2020,New Mexico,0,0.2,10,1,6.7,33.2,0,2,9,1,37,30,37,2118.488
2020,New York,0,0.2,16,1,6.5,0.0,0,2,15,1,36,0,36,20104.71
2020,North Carolina,0,0.3,9,1,6.8,11.2,0,3,8,1,38,10,38,10453.812
2020,North Dakota,0,0.2,4,2,4.6,9.5,0,2,4,3,26,9,26,779.563
2020,Ohio,0,0.2,14,1,8.5,14.9,0,2,13,1,47,14,47,11798.292
2020,Oklahoma,0,0.4,11,1,8.2,18.4,0,5,10,1,46,17,46,3965.234
2020,Oregon,0,0.3,11,0,14.5,24.2,0,3,10,0,61,22,61,4245.044
2020,Pennsylvania,0,0.2,10,1,7.6,14.7,0,2,9,1,42,13,42,12995.477
2020,Rhode Island,0,0.4,12,0,5.9,0.0,0,5,11,0,33,0,33,1096.444
2020,South Carolina,0,-0.0,7,0,7.0,13.6,0,0,7,0,39,12,39,5132.151
2020,South Dakota,0,0.2,5,1,5.2,19.7,0,2,5,1,29,18,29,887.852
2020,Tennessee,0,0.2,11,3,7.9,16.3,0,2,10,4,44,15,44,6926.091
2020,Texas,0,0.3,10,2,8.6,0.0,0,3,9,3,48,0,48,29234.361
2020,Utah,0,0.1,12,1,7.6,0.0,0,1,11,1,42,0,42,3283.982
2020,Vermont,0,0.2,8,0,5.6,0.0,0,2,8,0,31,0,31,642.936
2020,Virginia,0,0.3,10,2,6.9,0.0,0,3,9,3,38,0,38,8637.193
2020,Washington,0,0.2,18,2,9.4,26.8,0,2,17,3,52,24,52,7724.566
2020,West Virginia,0,0.2,0,3,7.0,13.0,0,2,0,4,39,12,39,1791.562
2020,Wisconsin,0,0.2,9,1,6.8,14.9,0,2,8,1,38,14,38,5896.7
2020,Wyoming,0,0.1,4,1,3.4,13.7,0,1,4,1,19,12,19,577.664
2020,Puerto Rico,0,0.6,14,2,0.0,31.4,0,7,13,3,0,29,29,
2020,Virgin Islands,0,0.0,0,0,6.8,0.0,0,0,0,0,38,0,38,
2020,Country Of Mexico,0,0.0,0,0,32.2,0.0,0,0,0,0,94,0,94,
2021,Alabama,0,0.3,15,1,8.4,21.1,0,3,14,1,47,19,47,5050.38
2021,Alaska,0,0.3,0,6,4.8,11.4,0,3,0,8,27,10,27,734.923
2021,Arizona,0,0.3,21,2,8.8,33.3,0,3,20,3,49,30,49,7272.487
2021,Arkansas,0,0.3,12,1,9.8,0.0,0,3,11,1,52,0,52,3028.443
2021,California,0,0.3,14,1,10.3,29.2,0,3,13,1,53,27,53,39145.06
2021,Colorado,0,0.3,12,1,8.4,19.6,0,3,11,1,47,18,47,5811.596
2021,Connecticut,0,0.2,15,0,7.3,14.4,0,2,14,0,41,13,41,3603.691
2021,Delaware,0,0.3,14,0,7.8,0.0,0,3,13,0,43,0,43,1004.881
2021,District Of Columbia,0,0.3,16,1,8.6,15.8,0,3,15,1,48,14,48,
2021,Florida,0,0.3,12,1,7.1,17.5,0,3,11,1,39,16,39,21830.708
2021,Georgia,0,0.5,18,2,9.7,16.5,0,6,17,3,52,15,52,10790.385
2021,Hawaii,0,0.2,5,5,2.9,11.0,0,2,5,7,16,10,16,1446.745
2021,Idaho,0,0.3,18,5,0.0,23.8,0,3,17,7,0,22,22,1904.537
2021,Illinois,0,0.2,17,2,9.3,35.1,0,2,16,3,51,32,51,12690.341
2021,Indiana,0,0.3,13,2,9.7,20.4,0,3,12,3,52,19,52,6813.798
2021,Iowa,0,0.2,6,1,8.4,35.2,0,2,6,1,47,32,47,3197.944
2021,Kansas,0,0.2,7,1,9.8,24.6,0,2,7,1,52,22,52,2937.946
2021,Kentucky,0,0.2,11,1,9.0,18.8,0,2,10,1,50,17,50,4507.6
2021,Louisiana,0,0.3,9,2,7.7,16.7,0,3,8,3,43,15,43,4627.047
2021,Maine,0,0.2,7,0,4.9,14.5,0,2,7,0,27,13,27,1378.787
2021,Maryland,0,0.2,15,1,7.2,0.0,0,2,14,1,40,0,40,6175.045
2021,Massachusetts,0,0.3,11,0,7.0,0.0,0,3,10,0,39,0,39,6991.951
2021,Michigan,0,0.4,15,2,9.4,19.9,0,5,14,3,52,18,52,10038.117
2021,Minnesota,0,0.3,11,1,7.2,22.9,0,3,10,1,40,21,40,5717.968
2021,Mississippi,0,0.2,6,1,8.5,19.5,0,2,6,1,47,18,47,2949.582
2021,Missouri,0,0.3,13,8,8.7,24.1,0,3,12,11,48,22,48,6170.393
2021,Montana,0,0.2,2,1,9.1,21.9,0,2,2,1,51,20,51,1106.366
2021,Nebraska,0,0.3,0,2,8.0,22.7,0,3,0,3,44,21,44,1964.253
2021,Nevada,0,0.3,22,1,7.5,26.4,0,3,21,1,42,24,42,3146.632
2021,New Hampshire,0,0.2,5,1,5.7,13.1,0,2,5,1,32,12,32,1387.494
2021,New Jersey,0,0.4,18,1,8.1,0.0,0,5,17,1,45,0,45,9269.175
2021,New Mexico,0,0.2,10,1,7.7,33.4,0,2,9,1,43,30,43,2116.95
2021,New York,0,0.2,16,1,7.3,0.0,0,2,15,1,41,0,41,19854.526
2021,North Carolina,0,0.3,9,1,7.8,13.0,0,3,8,1,43,12,43,10567.1
2021,North Dakota,0,0.2,4,2,7.2,15.1,0,2,4,3,40,14,40,777.982
2021,Ohio,0,0.3,14,2,9.9,19.3,0,3,13,3,52,18,52,11765.227
2021,Oklahoma,0,0.4,12,1,10.1,20.8,0,5,11,1,53,19,53,3991.634
2021,Oregon,0,0.2,12,1,12.4,16.3,0,2,11,1,57,15,57,4256.465
2021,Pennsylvania,0,0.3,11,2,8.8,16.2,0,3,10,3,49,15,49,13013.614
2021,Rhode Island,0,0.4,13,0,6.7,0.0,0,5,12,0,37,0,37,1097.092
2021,South Carolina,0,0.2,8,0,7.9,15.2,0,2,8,0,44,14,44,5193.848
2021,South Dakota,0,0.2,7,1,6.8,20.8,0,2,7,1,38,19,38,896.299
2021,Tennessee,0,0.2,11,3,8.7,18.1,0,2,10,4,48,16,48,6963.709
2021,Texas,0,0.3,11,3,8.7,50.4,0,3,10,4,48,46,48,29561.286
2021,Utah,0,0.2,11,1,8.8,6.6,0,2,10,1,49,6,49,3339.284
2021,Vermont,0,0.2,9,0,6.0,0.0,0,2,8,0,33,0,33,647.093
2021,Virginia,0,0.3,11,1,7.7,15.2,0,3,10,1,43,14,43,8657.348
2021,Washington,0,0.2,18,0,7.3,19.5,0,2,17,0,41,18,41,7741.433
2021,West Virginia,0,0.2,0,3,10.7,15.5,0,2,0,4,54,14,54,1785.249
2021,Wisconsin,0,0.2,12,1,8.0,17.5,0,2,11,1,44,16,44,5879.978
2021,Wyoming,0,0.1,5,1,5.6,15.1,0,1,5,1,31,14,31,579.548
2021,Puerto Rico,0,0.8,8,2,0.0,28.9,0,9,8,3,0,26,26,
2021,Virgin Islands,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,
2021,Country Of Mexico,0,0.0,0,0,19.6,0.0,0,0,0,0,71,0,71,
2022,Alabama,0,0.2,14,1,8.2,19.4,0,2,13,1,46,18,46,5073.903
2022,Alaska,0,0.3,0,4,4.8,12.9,0,3,0,6,27,12,27,733.276
2022,Arizona,0,0.3,20,2,7.9,30.7,0,3,19,3,44,28,44,7365.684
2022,Arkansas,0,0.4,13,1,8.5,0.0,0,5,12,1,47,0,47,3046.404
2022,California,0,0.3,14,1,8.5,30.8,0,3,13,1,47,28,47,39040.616
2022,Colorado,0,0.3,12,1,5.9,16.7,0,3,11,1,33,15,33,5841.039
2022,Connecticut,0,0.2,16,0,6.5,13.5,0,2,15,0,36,12,36,3608.706
2022,Delaware,0,0.2,15,0,6.8,0.0,0,2,14,0,38,0,38,1019.459
2022,District Of Columbia,0,0.4,17,1,7.7,13.8,0,5,16,1,43,13,43,
2022,Florida,0,0.3,11,2,7.0,18.0,0,3,10,3,39,16,39,22245.521
2022,Georgia,0,0.4,19,2,9.0,18.3,0,5,18,3,50,17,50,10913.15
2022,Hawaii,0,0.1,6,4,3.4,13.4,0,1,6,6,19,12,19,1439.399
2022,Idaho,0,0.2,18,4,0.0,21.5,0,2,17,6,0,20,20,1938.996
2022,Illinois,0,0.2,17,2,8.3,33.4,0,2,16,3,46,30,46,12582.515
2022,Indiana,0,0.2,12,2,8.9,20.3,0,2,11,3,49,18,49,6832.274
2022,Iowa,0,0.2,6,2,7.9,33.1,0,2,6,3,44,30,44,3199.693
2022,Kansas,0,0.1,8,1,8.6,26.6,0,1,8,1,48,24,48,2936.716
2022,Kentucky,0,0.2,11,1,7.9,18.4,0,2,10,1,44,17,44,4511.563
2022,Louisiana,0,0.3,9,2,8.8,18.8,0,3,8,3,49,17,49,4588.023
2022,Maine,0,0.2,7,0,4.0,11.7,0,2,7,0,22,11,22,1389.338
2022,Maryland,0,0.2,14,1,6.5,0.0,0,2,13,1,36,0,36,6163.981
2022,Massachusetts,0,0.3,12,0,6.3,0.0,0,3,11,0,35,0,35,6982.74
2022,Michigan,0,0.3,14,2,8.9,19.8,0,3,13,3,49,18,49,10033.281
